a	149	0.1	0.59	bạc_ác#1	bất nhân, ăn ở ác;con người bạc ác
a	150	0.59	0.18	bác_ái#1	có lòng thương yêu rộng khắp;có lòng bác ái
a	151	0.27	0.46	bắc_bậc#1	"có thái độ tỏ ra ta đây hơn người;""Em đừng bắc bậc thấp cao, Bèo sông khó kiếm bèo ao khó gì."" (Cdao)"
a	153	0	0.42	bạc_bẽo#1	không đền bù tương xứng với công lao;nghề bạc bẽo
a	154	0.28	0.65	bạc_bẽo#2	"khó chịu, ""Tôi sẽ không thực hiện công việc bạc bẽo như so sánh các trường hợp thất bại"" Abraham Lincoln"
a	155	0.28	0.56	bạc_đãi#1	"đối xử rẻ rúng (với cái lẽ ra phải được coi trọng); ""hắn bạc đãi với người làm thuê"""
a	159	0.3	0.42	bạc_lạc#1	[lúa] có bông trắng, hạt lép, do lúc trổ gặp rét hoặc bị sâu đục thân phá hại;
a	161	0.26	0.44	bạc_mặt#1	[mặt mũi] nhợt nhạt, mất đi vẻ tươi tắn, khoẻ khoắn do quá lo lắng hoặc quá vất vả;làm bạc mặt mới đủ sống ~ chạy cho xong thủ tục giấy tờ cũng đủ bạc mặt!
a	162	0	0.32	bạc_màu#1	[đất] có lớp trên mặt bị rửa trôi nhiều, nghèo dinh dưỡng và đã nhạt màu hoặc chuyển sang màu trắng;cánh đồng bạc màu ~ cải tạo đất bạc màu
a	163	0.28	0.43	bạc_mầu#1	null;cải tạo đất bạc mầu
a	164	0.23	0.49	bạc_nhược#1	quá yếu đuối về tinh thần, không có ý chí đấu tranh, không đủ sức vượt qua khó khăn, trở lực dù là nhỏ;con người bạc nhược ~ ý chí bạc nhược
a	165	0.28	0.28	bạc_phếch#1	bị phai màu đến mức ngả sang màu trắng đục, trông cũ và xấu;chiếc quần bò bạc phếch
a	167	0.28	0.76	bạc_tình#1	"bội bạc trong tình yêu;ăn ở bạc tình ~ ""Bạc tình nổi tiếng lầu xanh, Một tay chôn biết mấy cành phù dung!"" (TKiều)"
a	170	0.42	0.22	bách_bổ#1	[thuốc] bổ nhiều mặt, nói chung;cao bách bổ
a	172	0.45	0.39	bại#2	suy yếu đến mức gần như cạn kiệt [thường nói về sức lực];làm nhiều nên bại sức ~ khuynh gia bại sản
a	173	0.1	0.36	bai_bải#1	"[nói] không ngớt miệng;cứ bai bải cái mồm ~ ""Gã đã gặng hỏi nhiều lần, người con gái chỉ chối, chối bai bải."" (Tô Hoài; 33)"
a	174	0.39	0.1	bài_bản#1	đúng theo những gì đã được định ra và được xem là hợp lí;được đào tạo rất bài bản ~ đầu tư tự phát, thiếu bài bản
a	175	0.24	0.42	bãi_bỏ#1	"bỏ đi một cách chính thức, không còn giá trị thi hành nữa ; ""nhà nước bãi bỏ một đạo luật"""
a	177	0.28	0.4	bải_hoải#1	mệt mỏi đến mức có cảm giác như các bộ phận của cơ thể rã rời ra;bải hoải chân tay
a	178	0.1	0.56	bại_hoại#1 lật_đổ#1 thô_tục#1 suy_đồi#1 nhục#1	"hỏng về mặt đạo đức hay không điều độ hoặc cảm thụ; ""những người trẻ tuổi hư với rượu vang và phụ nữ"", ""Socrates bị buộc tội làm hư hỏng thanh niên"""
a	179	0	0.65	bại_liệt#1	bị giảm nhiều hoặc mất hẳn khả năng cử động, do tổn thương thần kinh hoặc cơ [nói khái quát];bại liệt nửa người ~ chân bị bại liệt
a	182	0.12	0.32	bầm#1	"thâm tím và hơi đen;mặt tím bầm ~ áo nâu bầm ~ ""Cái mắt thì ngầu lên, hai chân thì đi lảo đảo, cái môi bầm lại mà run bần bật."" (Nam Cao; 3)"
a	186	0.28	0.42	bậm_bạch#1	[đi, chạy] có vẻ nặng nề, khó khăn;chiếc xe bậm bạch bò lên dốc ~ chạy bậm bạch
a	187	0.74	0.16	bậm_bạp#1	bậm và chắc [nói khái quát];
a	188	0.2	0.42	bầm_giập#1	trải qua nhiều đau đớn, tủi nhục;cuộc đời bầm giập
a	190	0.21	0.33	bấn#1	có khó khăn trong công việc do thiếu người, thiếu tiền bạc hoặc thì giờ, mà không biết giải quyết ra sao;nhà bấn người ~ dạo này công việc bấn quá
a	198	0.2	0.39	bần_bật#1	"(run, rung) mạnh, giật nẩy lên liên tiếp ; ""sợ quá , tay chân run bần bật"""
a	201	0.1	0.27	bận_bịu#1	bận việc [nói khái quát];công việc bận bịu ~ cả ngày bận bịu với con cái, nhà cửa
a	204	0.1	0.49	bần_cùng#1	nghèo khổ đến cùng cực;cảnh sống bần cùng ~ cứu giúp kẻ bần cùng
a	208	0	0.42	bần_hàn#1	nghèo khổ và đói rét;cuộc sống bần hàn
a	211	0.47	0.1	bản_lĩnh#1	có bản lĩnh;một con người rất bản lĩnh
a	212	0.2	0.51	bấn_loạn#1	bị rối loạn, không tự chủ được, không biết xử trí thế nào;tinh thần bấn loạn ~ tâm trí bấn loạn
a	213	0.28	0.43	bận_lòng#1	"phải nghĩ ngợi đến, phải phiền lòng;con hư làm bận lòng cha mẹ ~ ""Đã quyết không mong sum họp mãi, Bận lòng chi nữa lúc chia phôi?"" (Thế Lữ; 3)"
a	218	0.1	0.42	bần_thần#1	kém vẻ linh hoạt vì mệt mỏi hoặc vì đang có điều băn khoăn, lo nghĩ;nét mặt bần thần ~ bần thần cả người
a	219	0.18	0.63	bẩn thẩn#1 bần_thần#1	hết sức bần thần;
a	220	0.2	0.35	bán_tháo#1	"bán với giá thấp hơn hẳn giá thị trường, nhằm thu hồi vốn nhanh ; ""công ty phải bán tháo lo hàng tồn kho"""
a	221	0	0.44	bẩn_thỉu#1	bẩn [nói khái quát];nhà cửa bẩn thỉu ~ ăn bẩn ăn thỉu ~ mưu đồ bẩn thỉu
a	222	0.1	0.54	bẩn_thỉu#1 dơ_bẩn#2	"phi đạo đức hoặc không trung thực ; ""một kế hoạch  bẩn thỉu dơ bẩn"""
a	223	0.27	0.47	bẩn_thỉu#12	"có nhiều bụi bặm, rác rưởi, cáu ghét hoặc bị hoen ố; ""cái giỏ bẩn thỉu"""
a	225	0	0.29	bẳn_tính#1	có tính hay cáu gắt;mệt mỏi đâm ra bẳn tính
a	230	0	0.42	phản_bội#2	"chuyển giao cho một kẻ thù của sự phản bội, ""Judas bán Chúa Giêsu"", ""Các điệp viên phản bội đất nước"""
a	240	0.46	0.28	bằng_bặn#1	phẳng và đều đặn;mái lợp bằng bặn ~ hàng rào được cắt xén rất bằng bặn
a	242	0.1	0.42	băng_hoại#1	hư hỏng, đổ nát, mất đi những gì tốt đẹp nhất về mặt tinh thần;băng hoại đạo đức ~ lối sống truỵ lạc làm băng hoại thuần phong mĩ tục
a	244	0.22	0.51	bàng_hoàng#1	"ngẩn người ra, choáng váng đến mức như không còn ý thức được gì nữa ; ""bàng hoàng trước tin dữ"""
a	245	0.21	0.4	bằng_không#1	không có gì, coi như vô ích;nói với nó thì cũng bằng không ~ bao công sức đổ vào đấy, giờ cũng bằng không
a	251	0.39	0.1	bằng_phẳng#1	suôn sẻ, bình yên, ít có sự xáo động;cuộc đời bằng phẳng
a	252	0.26	0.46	bàng_quan#1	"tự coi mình là người ngoài cuộc, coi là không dính líu đến mình ; ""thái độ bàng quan vô trách nhiệm"""
a	253	0.28	0.42	bâng_quơ#1	vu vơ, không nhằm trực tiếp vào một đối tượng, một mục đích nào rõ ràng;nói bâng quơ vài câu ~ suy nghĩ bâng quơ ~ mắt nhìn bâng quơ
a	254	0.28	0.4	bằng_thừa#1	không ích lợi gì, không có tác dụng gì;hư thế thì học giỏi cũng bằng thừa ~ nó đang nóng, có nói cũng bằng thừa
a	263	0.46	0.2	bảnh_bao#1	"bảnh [nói khái quát; thường chỉ nói về đàn ông];anh ta trông khá bảnh bao ~ ""Quá niên trạc ngoại tứ tuần, Mày râu nhẵn nhụi, áo quần bảnh bao."" (TKiều)"
a	266	0.56	0.1	bảnh_trai#1	đẹp trai;một thanh niên bảnh trai
a	267	0.19	0	bạo#1	có cử chỉ, hành động tỏ ra là không rụt rè, không e ngại;con bé bạo lắm, không sợ gì cả ~ đánh bạo hỏi một câu
a	270	0.42	0.2	bảo_đảm#1	"bảo đảm không để thất bại, ""một công thức bảo đảm cho bánh phồng pho mát"""
a	272	0.23	0.45	báo_động#1	"cảm giác bất ngờ về một sự nguy hiểm nào đó; ""tiếng chuông báo động"""
a	273	0.48	0.1	bao_dung#1	rộng lòng cảm thông, thương yêu đối với mọi người;nụ cười bao dung ~ tấm lòng bao dung
a	274	0.4	0.1	bạo_gan#1	có gan làm những việc người khác thường e sợ, e ngại;anh ta bạo gan thật!
a	275	0.1	0.6	bạo_hành#1	"hành động tàn ác; ""nạn bạo hành trẻ em"""
a	281	0.39	0.01	bao_la#1	rộng lớn đến mức như bao trùm lên tất cả;vũ trụ bao la ~ lòng mẹ bao la ~ biển rộng bao la
a	286	0.23	0.53	bạo_ngược#1	[kẻ có quyền thế] tàn ác, ngang ngược, bất chấp công lí, đạo lí;đối xử bạo ngược ~ hành động bạo ngược
a	287	0.28	0.44	báo_oán#1	"đáp lại bằng hành động tương xứng kẻ đã gây oán với mình ; ""đền ân báo oán"""
a	289	0.26	0.66	bạo_tàn#1	null;nhân nghĩa thắng bạo tàn ~ hành vi bạo tàn
a	290	0.1	0.5	bảo_thủ#1 cực_đoan#1	"được đẩy tới mức quá đáng, tới cực độ ; ""thái độ cực đoan"""
a	291	0.42	0.1	bảo_tồn#1	"bảo vệ khỏi tác hại, mất mát ; ""di tích lịch sử cần được bảo tồn"""
a	292	0.23	0.4	báo_trước#1 cảnh_báo#1	"cảnh báo về bất hạnh trong tương lai; ""Hãy nghe lời cảnh báo của đôi mắt"""
a	295	0.28	0.42	bấp_ba_bấp_bênh#1	null;tư tưởng bấp ba bấp bênh
a	296	0.28	0.42	bập_bõm#1	null;nghe cứ bập bà bập bõm ~
a	298	0.28	0.43	bấp_bênh#1	dễ mất thăng bằng, dễ nghiêng lệch vì không có chỗ tựa vững chắc;tấm ván kê bấp bênh
a	306	0.27	0.41	bặt#1	không để lại dư âm hay tin tức gì;bặt tin nhau ~ vắng bặt bóng người
a	307	0.13	0.5	bất_an#1	không yên ổn;tình hình bất an ~ ngọc thể bất an ~ thấy trong lòng bất an
a	308	0.4	0.1	bất_biến#1	ở trạng thái không hề thay đổi, không phát triển; phân biệt với khả biến;không có hiện tượng thiên nhiên cũng như xã hội nào là bất biến ~ nhất thành bất biến (tng)
a	309	0.23	0.52	bất_bình#1	không bằng lòng trước việc trái với lẽ thường, hoặc bất công, mà sinh ra bực tức;bất bình trước thái độ hách dịch, cửa quyền ~ tỏ thái độ bất bình
a	311	0.13	0.52	bất_cẩn#1	không cẩn thận, vô ý;canh phòng bất cẩn
a	312	0.23	0.49	bất_cẩn#2	"vô ý, không cẩn thận; ""canh phòng bất cẩn"""
a	313	0.28	0.5	bất_chính#1	không chính đáng, trái với đạo đức, trái pháp luật;thu nhập bất chính ~ quan hệ nam nữ bất chính ~ có hành vi bất chính
a	314	0.1	0.65	bất_công#1	không công bằng;đối xử bất công
a	315	0.12	0.5	bất_công#3	"không công bằng; ""việc phân chia không công bằng của cải"", ""không công bằng thuế"""
a	316	0.33	0.1	bất_diệt#1	[cái có giá trị tinh thần] không bao giờ mất, còn mãi mãi;niềm tin bất diệt ~ tinh thần bất diệt
a	317	0.27	0.42	bất_định#1	không nhất định, không chắc chắn;khắc phục rủi ro, hạn chế độ bất định trong kinh doanh
a	318	0.2	0.46	bất_định#2	[trạng thái tâm lí, nhận thức] mơ hồ, không có gì rõ rệt;tâm thần bất định
a	319	0.1	0.39	bất_đồng#1	[ngôn ngữ hoặc tư tưởng] khác nhau;ý kiến bất đồng ~ bất đồng về quan điểm
a	322	0.1	0.67	bất_hạnh#1	[người] không may mà chết;kẻ bất hạnh
a	324	0	0.39	bất_hảo#1	[con người, việc làm] không tốt;phần tử bất hảo ~ thành tích bất hảo
a	325	0.01	0.47	bất_hiếu#1	[thái độ đối với cha mẹ] tệ bạc, đối xử không phải đạo;đứa con bất hiếu ~ ăn ở bất hiếu
a	326	0.23	0.5	bạt_hơi#1	khó thở vì gió tạt mạnh;xe chạy nhanh nên bị bạt hơi
a	327	0.16	0.6	bất_hợp_lệ#1	không hợp lệ;phiếu bầu bất hợp lệ
a	328	0	0.43	bất_hợp_lí#1	không hợp lí;một chính sách bất hợp lí ~ những điều bất hợp lí trong dự thảo kế hoạch
a	329	0.28	0.42	bất_hợp_lý#1	điều không hợp lý;
a	330	0.22	0.4	bất_hợp_pháp#1	trái với pháp luật;làm ăn bất hợp pháp
a	331	0.1	0.47	bất_hợp_tác#1	không hợp tác;thái độ bất hợp tác ~ chủ trương bất hợp tác
a	333	0.5	0.1	bất_hủ#1	[cái có giá trị tư tưởng, tinh thần] không bao giờ mất, mãi mãi còn nguyên giá trị;một áng văn bất hủ
a	334	0.06	0.75	bất_khả#1	không thể được;
a	335	0.42	0.1	bất_khả_chiến_bại#1	"chiến thắng; ""bất khả chiến bại trong trận chiến"", ""một đội bất khả chiến bại"""
a	336	0.19	0.59	bất_khả_kháng#1	không thể, không có khả năng chống lại được;lí do bất khả kháng ~ ở vào tình thế bất khả kháng
a	337	0.16	0.49	bất_khả_thi#1	không thể, không có khả năng thực hiện được;một kế hoạch bất khả thi
a	339	0.44	0.1	bất_khuất#1	không chịu khuất phục;tinh thần bất khuất ~ đấu tranh bất khuất ~ người chiến sĩ kiên cường, bất khuất
a	340	0.24	0.47	bất_kì#1	không có điều kiện nào kèm theo;kẻ một đường thẳng bất kì ~ lấy một câu thơ bất kì trong Truyện Kiều
a	341	0.24	0.48	bất_kính#1	thiếu sự tôn kính [như phải có];bất kính với người trên
a	344	0.28	0.6	bất_lịch_sự#1	"không lịch sự ; ""anh ta có thái độ bất lịch sự"""
